Epoch,Batch,Loss
1,1,457.0160827636719
1,2,302.9422302246094
1,3,249.15145874023438
1,4,228.02391052246094
1,5,216.33314514160156
1,6,208.63734436035156
1,7,201.3947296142578
1,8,194.58546447753906
1,9,191.73468017578125
1,10,190.93138122558594
1,11,186.84852600097656
1,12,187.71371459960938
1,13,184.7818603515625
1,14,184.0266571044922
1,15,184.88418579101562
1,16,182.96002197265625
1,17,182.1442108154297
1,18,182.89749145507812
1,19,185.27928161621094
1,20,183.62001037597656
1,21,183.59254455566406
1,22,183.05960083007812
1,23,181.3119354248047
1,24,182.66148376464844
1,25,183.3257293701172
1,26,183.32542419433594
1,27,183.9478302001953
1,28,182.53164672851562
1,29,181.5590362548828
1,30,182.9624481201172
1,31,179.9380645751953
1,32,182.0098419189453
1,33,181.3671112060547
1,34,182.01304626464844
1,35,181.8242950439453
1,36,181.91249084472656
1,37,182.8343048095703
1,38,182.0812530517578
1,39,181.69468688964844
1,40,181.57754516601562
1,41,181.7562255859375
1,42,184.0586700439453
1,43,180.9644775390625
1,44,181.46273803710938
1,45,181.61392211914062
1,46,182.3199920654297
1,47,183.75775146484375
1,48,184.03614807128906
1,49,182.6623077392578
1,50,182.8468780517578
1,51,183.21563720703125
1,52,181.89776611328125
1,53,181.75537109375
1,54,181.57589721679688
1,55,180.54991149902344
1,56,181.87716674804688
1,57,182.48072814941406
1,58,181.28753662109375
1,59,183.34498596191406
1,60,182.20663452148438
1,61,182.17503356933594
1,62,180.15020751953125
1,63,180.8004913330078
1,64,183.04281616210938
1,65,181.8623809814453
1,66,181.4864044189453
1,67,181.27980041503906
1,68,181.92337036132812
1,69,180.8824920654297
1,70,182.0885467529297
1,71,181.96697998046875
1,72,180.97006225585938
1,73,181.42733764648438
1,74,180.92247009277344
1,75,180.9011993408203
1,76,179.63597106933594
1,77,178.54342651367188
1,78,178.54379272460938
1,79,178.25904846191406
1,80,176.05628967285156
1,81,173.67852783203125
1,82,171.32640075683594
1,83,168.24269104003906
1,84,161.8848419189453
1,85,155.2203369140625
1,86,144.4595947265625
1,87,127.77984619140625
1,88,106.3221206665039
1,89,74.33435821533203
1,90,42.700401306152344
1,91,19.393375396728516
1,92,27.684001922607422
1,93,52.361717224121094
1,94,39.47288131713867
1,95,26.845888137817383
1,96,16.92218589782715
1,97,17.168542861938477
1,98,18.4775333404541
1,99,22.563024520874023
1,100,23.991012573242188
2,1,21.351823806762695
2,2,17.53815269470215
2,3,16.29620933532715
2,4,13.338764190673828
2,5,11.06210708618164
2,6,10.389951705932617
2,7,11.228707313537598
2,8,12.09031867980957
2,9,10.275834083557129
2,10,8.147192001342773
2,11,8.195207595825195
2,12,7.341583728790283
2,13,8.518062591552734
2,14,7.070112705230713
2,15,9.39705753326416
2,16,7.679095268249512
2,17,6.3372392654418945
2,18,7.653738498687744
2,19,5.363072395324707
2,20,5.802982330322266
2,21,7.483010292053223
2,22,7.172525405883789
2,23,5.669454097747803
2,24,5.869076251983643
2,25,5.259819984436035
2,26,5.547123432159424
2,27,6.55243444442749
2,28,5.607431888580322
2,29,5.776307582855225
2,30,5.919309616088867
2,31,6.392392158508301
2,32,6.2266130447387695
2,33,4.783087253570557
2,34,6.283208847045898
2,35,6.349853038787842
2,36,5.567800998687744
2,37,7.126229763031006
2,38,6.857990264892578
2,39,5.531157970428467
2,40,6.280561923980713
2,41,5.4966583251953125
2,42,5.877662181854248
2,43,5.044928550720215
2,44,5.419406414031982
2,45,4.667403221130371
2,46,5.231998443603516
2,47,7.339190483093262
2,48,4.819308280944824
2,49,5.190402030944824
2,50,5.339776039123535
2,51,6.1252923011779785
2,52,5.988394260406494
2,53,6.74962043762207
2,54,5.068540573120117
2,55,5.071104049682617
2,56,6.685190200805664
2,57,5.638086795806885
2,58,5.293885231018066
2,59,6.305122375488281
2,60,5.112366676330566
2,61,4.750443458557129
2,62,6.719828128814697
2,63,6.385717868804932
2,64,7.8815813064575195
2,65,6.153759479522705
2,66,4.468985557556152
2,67,5.123142242431641
2,68,5.726729869842529
2,69,5.058572769165039
2,70,4.857977867126465
2,71,5.265656471252441
2,72,5.362692356109619
2,73,5.534939289093018
2,74,5.696598052978516
2,75,6.11508846282959
2,76,6.532308578491211
2,77,4.904876708984375
2,78,5.703526496887207
2,79,4.790185451507568
2,80,3.469461679458618
2,81,5.69582462310791
2,82,5.978864669799805
2,83,4.3875203132629395
2,84,4.472238063812256
2,85,5.585422992706299
2,86,4.792636394500732
2,87,6.342886447906494
2,88,5.144707679748535
2,89,4.718097686767578
2,90,6.557651519775391
2,91,4.856057643890381
2,92,5.215205192565918
2,93,5.207251071929932
2,94,4.3736958503723145
2,95,6.070234775543213
2,96,5.0865397453308105
2,97,4.512393951416016
2,98,5.546592712402344
2,99,5.6079230308532715
2,100,5.316780090332031
3,1,4.876975059509277
3,2,6.374544143676758
3,3,5.664639949798584
3,4,6.14315938949585
3,5,5.194933891296387
3,6,6.530215740203857
3,7,5.009230613708496
3,8,5.103157997131348
3,9,5.254597187042236
3,10,6.054913520812988
3,11,5.834429740905762
3,12,4.914285182952881
3,13,5.866835117340088
3,14,4.799841403961182
3,15,5.031599044799805
3,16,5.701725006103516
3,17,4.386502265930176
3,18,5.151773452758789
3,19,5.072688102722168
3,20,4.875267505645752
3,21,4.907670021057129
3,22,4.891000270843506
3,23,4.950689792633057
3,24,5.5451579093933105
3,25,7.429307460784912
3,26,4.546176910400391
3,27,3.437356948852539
3,28,5.426480770111084
3,29,6.126625061035156
3,30,5.438355445861816
3,31,6.361451625823975
3,32,4.368109703063965
3,33,6.608914852142334
3,34,4.392001628875732
3,35,5.611320495605469
3,36,4.135468006134033
3,37,4.4220685958862305
3,38,3.555421829223633
3,39,6.592016696929932
3,40,5.335816860198975
3,41,5.742918014526367
3,42,4.546331405639648
3,43,5.143230438232422
3,44,4.569537162780762
3,45,5.412281036376953
3,46,4.941934108734131
3,47,4.562521934509277
3,48,6.23119592666626
3,49,5.518176555633545
3,50,4.296046257019043
3,51,6.521711826324463
3,52,5.498899459838867
3,53,6.0427727699279785
3,54,4.3578009605407715
3,55,5.2973103523254395
3,56,5.102969646453857
3,57,3.7626702785491943
3,58,5.3749189376831055
3,59,5.458796501159668
3,60,3.579803943634033
3,61,5.753376483917236
3,62,5.053965091705322
3,63,5.3355793952941895
3,64,4.533707618713379
3,65,5.112951755523682
3,66,4.7223992347717285
3,67,5.214700222015381
3,68,5.542751789093018
3,69,5.042047023773193
3,70,6.056370258331299
3,71,5.512214660644531
3,72,4.409570693969727
3,73,4.891819000244141
3,74,5.978341102600098
3,75,6.225538730621338
3,76,5.44000244140625
3,77,4.991011619567871
3,78,5.704326152801514
3,79,5.4408345222473145
3,80,4.927302360534668
3,81,4.9242963790893555
3,82,5.207172870635986
3,83,4.576488018035889
3,84,6.350695610046387
3,85,5.630293846130371
3,86,6.043524265289307
3,87,6.331693649291992
3,88,6.682307720184326
3,89,5.284426212310791
3,90,5.291639804840088
3,91,3.9952261447906494
3,92,4.818946361541748
3,93,5.512583255767822
3,94,5.115400314331055
3,95,5.259697914123535
3,96,4.304251194000244
3,97,5.574613094329834
3,98,5.3157148361206055
3,99,5.734452724456787
3,100,4.7431817054748535
